3.06319	0
2.95947	0.01
2.68166	0.02
2.29897	0.03
1.91747	0.04
1.60332	0.05
1.36375	0.06
1.18452	0.07
1.05044	0.08
0.949646	0.09
0.873532	0.1
0.816027	0.11
0.772867	0.12
0.741042	0.13
0.718409	0.14
0.703419	0.15
0.69494	0.16
0.692129	0.17
0.694355	0.18
0.701136	0.19
0.712102	0.2
0.726962	0.21
0.74549	0.22
0.767501	0.23
0.79285	0.24
0.821414	0.25
0.853092	0.26
0.887798	0.27
0.92546	0.28
0.966011	0.29
1.00939	0.3
1.05555	0.31
1.10444	0.32
1.15601	0.33
1.21022	0.34
1.26701	0.35
1.32636	0.36
1.38821	0.37
1.45252	0.38
1.51925	0.39
1.58836	0.4
