1.89088	0
1.87021	0.01
1.8581	0.02
1.85304	0.03
1.85197	0.04
1.85032	0.05
1.84297	0.06
1.82568	0.07
1.79571	0.08
1.75167	0.09
1.69295	0.1
1.61933	0.11
1.53069	0.12
1.42699	0.13
1.30818	0.14
1.17426	0.15
1.02525	0.16
0.861231	0.17
0.682367	0.18
0.488882	0.19
0.281074	0.2
0.0593066	0.21
-0.175998	0.22
-0.424374	0.23
-0.685319	0.24
-0.958314	0.25
-1.24283	0.26
-1.53836	0.27
-1.8444	0.28
-2.16048	0.29
-2.4862	0.3
-2.82116	0.31
-3.16508	0.32
-3.5177	0.33
-3.87886	0.34
-4.24846	0.35
-4.62651	0.36
-5.01306	0.37
-5.40829	0.38
-5.81246	0.39
-6.22591	0.4
