-2.87341	0
-2.88106	0.01
-2.90394	0.02
-2.94182	0.03
-2.99434	0.04
-3.061	0.05
-3.14118	0.06
-3.23414	0.07
-3.33907	0.08
-3.45506	0.09
-3.58114	0.1
-3.71632	0.11
-3.85956	0.12
-4.00984	0.13
-4.16611	0.14
-4.32737	0.15
-4.49265	0.16
-4.66101	0.17
-4.83157	0.18
-5.00351	0.19
-5.17606	0.2
-5.34852	0.21
-5.52026	0.22
-5.69072	0.23
-5.85939	0.24
-6.02584	0.25
-6.18967	0.26
-6.35057	0.27
-6.50827	0.28
-6.66254	0.29
-6.81321	0.3
-6.96012	0.31
-7.10319	0.32
-7.24235	0.33
-7.37754	0.34
-7.50876	0.35
-7.63602	0.36
-7.75932	0.37
-7.87873	0.38
-7.99428	0.39
-8.10606	0.4
