0.000276036	0
0.000272762	0.01
0.000265365	0.02
0.000254571	0.03
0.000241524	0.04
0.000227661	0.05
0.000214359	0.06
0.000202578	0.07
0.000192759	0.08
0.000184969	0.09
0.00017909	0.1
0.000174945	0.11
0.000172364	0.12
0.000171205	0.13
0.000171358	0.14
0.000172742	0.15
0.000175299	0.16
0.000178993	0.17
0.0001838	0.18
0.00018971	0.19
0.000196721	0.2
0.000204839	0.21
0.000214078	0.22
0.000224452	0.23
0.000235983	0.24
0.000248694	0.25
0.00026261	0.26
0.000277761	0.27
0.000294176	0.28
0.000311885	0.29
0.000330922	0.3
0.000351319	0.31
0.000373111	0.32
0.000396333	0.33
0.00042102	0.34
0.000447209	0.35
0.000474935	0.36
0.000504236	0.37
0.00053515	0.38
0.000567714	0.39
0.000601965	0.4
