0.33879	0
0.334684	0.01
0.325402	0.02
0.311852	0.03
0.295471	0.04
0.278056	0.05
0.261331	0.06
0.246496	0.07
0.234101	0.08
0.224229	0.09
0.216724	0.1
0.211364	0.11
0.20793	0.12
0.206237	0.13
0.206142	0.14
0.207535	0.15
0.210336	0.16
0.214486	0.17
0.219944	0.18
0.226685	0.19
0.234691	0.2
0.243951	0.21
0.254462	0.22
0.266224	0.23
0.279237	0.24
0.293506	0.25
0.309037	0.26
0.325834	0.27
0.343902	0.28
0.363246	0.29
0.383871	0.3
0.40578	0.31
0.428975	0.32
0.453457	0.33
0.479225	0.34
0.50628	0.35
0.534617	0.36
0.564233	0.37
0.595123	0.38
0.627279	0.39
0.660694	0.4
